;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
4/6/2023 18:00;11;4;2.1;0;109;13.9;0.4;4.3;1.7;6;0;16.3;0;53
4/6/2023 19:00;9;9;1.6;0;128;12.6;0.4;3.6;3.3;6.9;0;14.9;0;58
4/6/2023 20:00;6.3;6;1.1;0;116;10.7;0.4;3.6;5.3;8.9;0;14.1;0;59
4/6/2023 21:00;7.7;4;1.5;0;73;3.2;0.7;16;13.6;29.6;0;13.3;0;64
4/6/2023 22:00;14.7;11;1.6;0;55;3.1;0.6;12.2;13.6;25.8;0;13;0;66
4/6/2023 23:00;10.5;6;1.2;0;30;3.7;0.5;6.9;10.7;17.7;0;12.8;0;67
5/6/2023 00:00;9.1;6;1.5;0;34;1.5;0.6;12.9;13.8;26.7;0;12.8;0;69
5/6/2023 01:00;7;7;1.3;0.5;76;6;0.3;2.7;6.2;8.8;0;12.3;0;74
5/6/2023 02:00;6;6;0.4;0.9;176;7.1;0.3;1.1;3;4.1;0;11.6;0;78
5/6/2023 03:00;7.5;7;0.9;0;3;3.1;0.4;3.7;6.9;10.7;0;11.6;0;80
5/6/2023 04:00;14.8;7;2.1;0.2;39;3.8;0.3;5.6;6.9;12.5;0;11.4;0;79
5/6/2023 05:00;11.6;7;1.9;0;39;1.3;0.3;9.7;9.2;18.9;0;11;0;81
5/6/2023 06:00;13;8;2.2;0.7;45;2;0.5;15.1;11.2;26.3;0;10.9;0;81
5/6/2023 07:00;9.7;8;2.3;0.9;43;1.3;0.8;34.5;15.9;50.4;0;10.9;0;82
5/6/2023 08:00;0;13;2.8;0.6;50;4.1;0.8;20.9;12;32.9;0;11.1;0;79
5/6/2023 09:00;0;10;2.8;6.4;46;7;0.7;16.4;7.5;23.9;0;11.2;0;81
5/6/2023 10:00;9;9;2.3;0;52;10.1;0.6;14.3;5.4;19.7;0;13.4;0;71
5/6/2023 11:00;12.4;6;1.2;0;213;12.5;0.7;15.9;9;24.9;0;17.1;0;58
5/6/2023 12:00;9.3;6;1.9;0;186;13.6;0.5;10.8;6.9;17.6;0;17.7;0;53
5/6/2023 13:00;8;8;2.1;0;179;15.1;0.5;9;4.3;13.3;0;18.5;0;49
5/6/2023 14:00;9.3;8;2.1;0;165;19.7;0.4;5.2;1.1;6.3;0;20.9;0;42
5/6/2023 15:00;16.2;5;2.1;0;140;20.2;0.3;0;0;0;0;20.9;0;40
5/6/2023 16:00;13.6;0;1.8;0;132;17.1;0.4;7;1.3;8.3;0;20.2;0;42
5/6/2023 17:00;10.3;3;2.5;0;86;16;0.4;8.1;3.1;11.2;0;19.1;0;45
5/6/2023 18:00;7.8;5;3.8;0;78;10.8;0.8;14.7;6.8;21.5;0;17.1;0;52
5/6/2023 19:00;10.1;8;2.7;0.6;111;8.5;0.7;10.8;9.2;20;0;15.3;0;63
5/6/2023 20:00;13.8;7;1.2;5.8;63;5.4;0.7;11.5;10;21.6;0;12.4;0;78
5/6/2023 21:00;9.6;6;0.9;0.5;47;1.6;0.7;13;13.5;26.5;0;12;0;81
5/6/2023 22:00;7;7;0.7;0.3;103;2.7;0.7;14.9;12;26.8;0;12.1;0;80
5/6/2023 23:00;6;6;1.3;0;134;8.7;0.4;2.1;2.9;5;0;12.4;0;71
6/6/2023 00:00;0;7;1.4;0.1;162;9.9;0.3;1.9;1.6;3.5;0;12.4;0;69
6/6/2023 01:00;4.6;4;1.6;0.2;144;12.6;0.3;0;0;0;0;12.3;0;69
6/6/2023 02:00;3.7;3;2.7;0;147;13.5;0.2;0;0;0;0;12.4;0;67
6/6/2023 03:00;0;5;2.5;0;152;14.8;0.2;0;0;0;0;12.5;0;66
6/6/2023 04:00;0;6;2;0;154;15.3;0.2;0;0;0;0;12.4;0;66
6/6/2023 05:00;4;4;2.4;0;146;14.8;0.3;0;0;0;0;12.4;0;65
6/6/2023 06:00;4.6;4;2;0;158;7;0.6;43.6;17.1;61.1;0;12.4;0;67
6/6/2023 07:00;0;11;2.1;0;151;8.2;0.6;11.5;10.2;21.7;0;13.1;0;64
6/6/2023 08:00;0;7;1.6;0;175;11.9;0.7;11.9;8.4;20.4;0;16.2;0;54
6/6/2023 09:00;7.1;5;2;0;155;17.8;0.4;6.1;2.3;8.4;0;17.5;0;49
6/6/2023 10:00;8;8;2.9;0;143;18.8;0.4;0;0;0;0;19.1;0;46
6/6/2023 11:00;7.3;5;3.2;0;145;19.2;0.3;0;0;0;0;18.8;0;46
6/6/2023 12:00;6.2;3;2.9;0;144;19.1;0.3;0;0;0;0;19.1;0;45
6/6/2023 13:00;5.2;5;4;0;97;17.8;0.3;0;0;0;0;18.9;0;46
6/6/2023 14:00;5;5;2.8;0;107;17.6;0.4;0;0;0;0;18.1;0;48
6/6/2023 15:00;9.6;7;2.7;0;113;18.9;0.3;0;0;0;0;19.7;0;43
6/6/2023 16:00;9.2;6;2.6;0;90;18.4;0.4;6.9;0.7;7.6;0;19.3;0;43
6/6/2023 17:00;8.6;7;3;0;88;13.1;0.5;13.6;7.5;21.2;0;17.8;0;48
6/6/2023 18:00;6;5;2.9;0;99;10;0.8;15;9.5;24.4;0;15.7;0;58
6/6/2023 19:00;7;7;1.9;0;108;7;0.7;12.7;11.1;23.7;0;14.3;0;63
6/6/2023 20:00;0;7;3.5;0;87;6.2;0.8;15.7;10.9;26.6;0;14.1;0;62
6/6/2023 21:00;13.3;8;2;0;84;7.6;0.6;8.1;7.9;16;0;13.6;0;63
6/6/2023 22:00;10.6;6;2;0;60;6.3;0.5;8;8.5;16.5;0;13.5;0;64
6/6/2023 23:00;10.7;5;2;0;71;8.6;0.4;4.4;5.3;9.7;0;13.4;0;63
7/6/2023 00:00;8.9;5;1.5;0;32;1.1;0.7;14.9;12.9;27.7;0;12.9;0;67
7/6/2023 01:00;12.1;6;2.2;0;35;8.1;0.3;1.7;4.1;5.8;0;13.1;0;66
7/6/2023 02:00;8.7;5;1.7;0;53;10.7;0.3;1.2;0.2;1.3;0;12.8;0;67
7/6/2023 03:00;6.7;6;1.9;0;31;9.5;0.3;0.7;2.4;3.1;0;12.7;0;67
7/6/2023 04:00;10;5;1.6;0;61;9.6;0.3;1.3;1.6;2.9;0;12.6;0;67
7/6/2023 05:00;8.3;4;2.2;0;79;9.6;0.3;3.4;2.4;5.8;0;12.3;0;68
7/6/2023 06:00;8.8;5;3;0;77;3.8;0.5;20.7;9.4;30.2;0;11.9;0;69
7/6/2023 07:00;9;9;2.9;0;86;3.6;0.8;29.3;13;42.2;0;12.8;0;65
7/6/2023 08:00;11.1;9;1.9;0;118;0;0;0;0;0;0;14.2;0;61
7/6/2023 09:00;11.3;7;2.5;0;96;0;0;0;0;0;0;15.5;0;57
7/6/2023 10:00;16;6;4.2;0;87;0;0;0;0;0;0;15.9;0;57
7/6/2023 11:00;11.7;8;2.7;0;113;0;0;5.7;3.5;9.2;0;17.6;0;53
7/6/2023 12:00;9.7;6;2.2;0;141;14.9;0.2;4;2.3;6.3;0;17.8;0;53
7/6/2023 13:00;11.2;5;2.9;0;97;14;0.2;6.7;3;9.7;0;17;0;58
7/6/2023 14:00;9.1;6;2;0;134;15.2;0.2;3.4;1.4;4.8;0;18.9;0;52
7/6/2023 15:00;7.7;5;1.7;0;138;14.5;0.2;5.1;2.7;7.8;0;18.2;0;54
7/6/2023 16:00;0;8;2.5;0;121;14.5;0.2;6.5;3.2;9.7;0;18.8;0;48
7/6/2023 17:00;8;8;2;0;122;12.5;0.3;11.5;6;17.4;0;18.2;0;50
7/6/2023 18:00;9.1;8;1.5;0;128;9.6;0.5;12.8;9.4;22.2;0;17.5;0;50
7/6/2023 19:00;7.4;7;1.7;0;130;7;0.4;6.8;11.1;17.9;0;15;0;59
7/6/2023 20:00;6;6;1.8;0;129;6.1;0.4;6.3;11.7;17.9;0;14.2;0;63
7/6/2023 21:00;7.7;7;2.3;0;90;4.8;0.4;7.9;13.6;21.5;0;13.6;0;66
7/6/2023 22:00;13.3;9;2.4;0;96;5.2;0.4;5.9;11.8;17.8;0;13.4;0;67
7/6/2023 23:00;10.4;9;0.6;0;87;2.3;0.4;8.8;14.9;23.7;0;12.7;0;70
8/6/2023 00:00;10;10;1.3;0;97;6;0.3;5.2;10.4;15.7;0;12.9;0;67
8/6/2023 01:00;12;0;1;0;59;7.1;0.2;2.9;8.4;11.4;0;12.5;0;68
8/6/2023 02:00;9.6;5;1.1;0;57;6.7;0.2;1.6;8.2;9.8;0;11.6;0;71
8/6/2023 03:00;7.8;7;0.9;0;68;4.3;0.2;3.7;10.1;13.8;0;12;0;71
8/6/2023 04:00;7.7;7;0.9;0;34;2.1;0.2;10.4;11.1;21.5;0;11.7;0;72
8/6/2023 05:00;9.7;7;0.8;0;295;0.9;0.4;37.6;14;51.7;0;12.1;0;72
8/6/2023 06:00;17;17;0.6;0;298;0.9;0.8;0;0;0;0;11.9;0;75
8/6/2023 07:00;0;25;0.5;0;28;1.4;1;60.6;16.6;77.2;0;12.3;0;74
8/6/2023 08:00;36.5;23;0.1;0;34;2.9;1.1;53.8;19.6;73.4;0;13.9;0;68
8/6/2023 09:00;39;20;1.9;0;46;11.3;0.6;23.8;11.3;35.1;0;17.6;0;54
8/6/2023 10:00;37;11;1.3;0;122;13.1;0.3;6.9;5.7;12.6;0;17.6;0;52
8/6/2023 11:00;26.8;6;2.2;0;111;16.2;0.2;7.2;3.1;10.3;0;19.6;0;46
8/6/2023 12:00;19.7;5;2.5;0;114;16;0.3;5.4;3.5;8.9;0;16.7;0;52
8/6/2023 13:00;14;5;3.8;0;83;15.5;0.4;9.8;4.5;14.2;0;16.6;0;55
8/6/2023 14:00;10.2;8;3.7;0;98;16.4;0.2;7.2;2.8;10;0;18.4;0;49
8/6/2023 15:00;11.2;6;2.1;0;132;17.6;0.2;4.6;1.6;6.2;0;20.3;0;42
8/6/2023 16:00;9.3;6;2.3;0;134;17.4;0.2;3.2;1.6;4.8;0;20.5;0;39
8/6/2023 17:00;7.6;4;2.6;0;107;13.9;0.3;9.1;4.6;13.6;0;18.2;0;47
8/6/2023 18:00;13;6;2.4;0.2;113;9;0.5;10.7;9.3;20.1;0;15.9;0;58
8/6/2023 19:00;9.3;7;2;0.4;76;4;0.7;17.2;12.8;30;0;13.4;0;73
8/6/2023 20:00;10.3;5;2.8;0;59;2.3;0.7;19.6;14;33.6;0;13.5;0;72
8/6/2023 21:00;9;9;2.3;0;19;1.6;0.6;18.6;13.6;32.3;0;13.2;0;72
8/6/2023 22:00;0;11;2.4;0;49;1.4;0.6;19.6;12.7;32.3;0;12.5;0;73
8/6/2023 23:00;0;7;1.2;0;45;2.1;0.5;13.6;11.2;24.8;0;12.6;0;71
9/6/2023 00:00;16.5;8;2;0;38;2.1;0.3;7.2;10.8;18;0;12.3;0;73
9/6/2023 01:00;12.9;10;2;0;46;2.5;0.2;4.8;10;14.8;0;12;0;73
9/6/2023 02:00;10.9;6;1.2;0;30;1.2;0.3;8.5;11.2;19.6;0;11.7;0;74
9/6/2023 03:00;10.7;4;1.3;0;44;1;0.3;11.7;11.2;22.9;0;11.8;0;74
9/6/2023 04:00;13.3;7;1.5;0;44;0.8;0.3;11.3;10.3;21.6;0;11.8;0;74
9/6/2023 05:00;12.6;8;0.9;0;67;1.2;0.2;12.9;11.3;24.3;0;12;0;71
9/6/2023 06:00;15.7;7;3.3;0;98;3.9;0.4;14.3;12.1;26.4;0;12.6;0;66
9/6/2023 07:00;12.2;8;4;0;85;5.2;0.6;29;12.4;41.5;0;12.6;0;67
9/6/2023 08:00;16.6;10;3.4;0;85;9.6;0.7;17.5;7.4;24.9;0;14.9;0;59
9/6/2023 09:00;17.8;7;3.5;0;90;11.5;0.5;12.7;6.4;19;0;15.5;0;55
9/6/2023 10:00;13.8;5;3.6;0;94;13.9;0.3;9;3.5;12.5;0;16.7;0;52
9/6/2023 11:00;11.9;7;2.5;0;113;14.3;0.3;6.8;3.3;10;0;17.8;0;49
9/6/2023 12:00;9.1;7;2;0;144;16.5;0.3;6.7;3.3;10;0;19.8;0;43
9/6/2023 13:00;12.6;8;3.1;0;117;16.9;0.2;5.5;1.8;7.3;0;20.9;0;39
9/6/2023 14:00;15.4;6;2.8;0;132;16.8;0.2;3.7;1;4.7;0;21.1;0;40
9/6/2023 15:00;29.8;4;2.8;0;123;15.4;0.2;5;2.2;7.2;0;19.2;0;44
9/6/2023 16:00;21.6;5;2.4;0;136;15.5;0.2;4.8;2.4;7.3;0;19.7;0;43
9/6/2023 17:00;16.1;6;1.9;0;138;13.2;0.2;6.2;4.9;11.2;0;18;0;48
9/6/2023 18:00;11.7;6;1.4;0;139;7.6;0.4;21.1;12.4;33.6;0;16.6;0;52
9/6/2023 19:00;8.9;7;2.5;0;73;3.8;0.7;14.6;13.7;28.3;0;15.4;0;57
9/6/2023 20:00;7;7;2.1;0;35;1.2;0.9;26.9;16.2;43.1;0;14.8;0;59
9/6/2023 21:00;13.9;11;1.4;0;35;0.9;0.8;24.3;15.8;40.2;0;13.7;0;62
9/6/2023 22:00;10.8;10;1.6;0;28;1;1;38.8;16;54.8;0;13.1;0;65
9/6/2023 23:00;16.9;14;1;0;36;0.9;0.8;33.3;14.7;48;0;12.2;0;69
10/6/2023 00:00;21.5;15;0.4;0;54;0.8;1.2;61.5;14.1;75.6;0;11;0;74
10/6/2023 01:00;22.3;17;1.3;0;26;0.9;1;59.3;13.9;73.1;0;11.1;0;75
10/6/2023 02:00;20.1;13;1.1;0;21;0.9;0.9;50.3;12.3;62.5;0;10.6;0;77
10/6/2023 03:00;27.3;16;0.7;0;12;0.8;0.7;40.3;11;51.3;0;10.1;0;78
10/6/2023 04:00;24.8;20;0.5;0;314;0.8;0.9;58.8;10.7;69.5;0;9.6;0;80
10/6/2023 05:00;27.8;14;1.7;0;25;0.8;0.5;32.6;10.4;42.9;0;9.5;0;79
10/6/2023 06:00;32.8;17;0.5;0;5;0.9;0.9;78;13.7;91.7;0;9.1;0;80
10/6/2023 07:00;27.8;20;1.9;0;48;1.5;0.8;56.9;11.3;68.1;0;11.1;0;73
10/6/2023 08:00;36.6;15;1.4;0;13;3.1;1.2;65.8;15.3;81.2;0;13.7;0;63
10/6/2023 09:00;39.9;23;2.4;0;33;9;0.5;24.6;9.3;33.9;0;16.1;0;56
10/6/2023 10:00;29.8;15;0.7;0;57;11.8;0.5;17.4;11.6;29;0;17.9;0;50
10/6/2023 11:00;21.3;13;2.2;0;102;14.2;0.3;7.9;5.5;13.3;0;18.1;0;46
10/6/2023 12:00;16;10;3.5;0;94;13.2;0.4;7.8;3.9;11.7;0;17.4;0;48
10/6/2023 13:00;14.3;5;2.3;0;146;15;0.3;5.1;2.2;7.3;0;19.1;0;45
10/6/2023 14:00;16.2;3;3.2;0;105;15.2;0.3;6.4;1.6;8;0;19.5;0;44
10/6/2023 15:00;24.1;5;2;0;107;16.2;0.3;5.6;1.9;7.5;0;19.8;0;41
10/6/2023 16:00;17.4;6;2.9;0;95;16.8;0.2;5.3;1.4;6.7;0;21.1;0;35
10/6/2023 17:00;13.3;6;3.3;0;82;16.7;0.2;4.9;1.9;6.8;0;20.1;0;37
10/6/2023 18:00;10.3;3;1.7;0;290;10.4;0.6;11.1;14;25.2;0;16.4;0;56
10/6/2023 19:00;0;14;2.5;0;269;4.3;0.7;14.4;19.3;33.7;0;14.1;0;67
10/6/2023 20:00;19.6;14;1.9;0;242;4.5;0.7;13.8;19.5;33.3;0;13.4;0;70
10/6/2023 21:00;20.2;12;1;0;227;2.5;0.7;11.9;18;29.9;0;12.7;0;69
10/6/2023 22:00;16.3;11;0.4;0;245;1;1;28.8;19.3;48.1;0;12.3;0;68
10/6/2023 23:00;23.7;14;0.5;0;346;1;1.8;81.5;20.4;101.6;0;12.1;0;72
11/6/2023 00:00;29.9;22;0.4;0;337;0.9;1.2;49.9;17;66.9;0;11.3;0;74
11/6/2023 01:00;43.1;19;0.9;0;31;0.9;1.2;55.9;15.5;71.5;0;10.7;0;77
11/6/2023 02:00;34.7;15;0.5;0;91;0.9;0.8;33.8;13.5;47.2;0;10;0;79
11/6/2023 03:00;37.8;12;0.5;0;321;0.9;0.9;45.7;13;58.8;0;10;0;79
11/6/2023 04:00;27.7;10;0.5;0;238;0.8;1;60.7;10.8;71.3;0;9.2;0;81
11/6/2023 05:00;30.9;15;0.4;0;273;0.9;1;69;11.8;80.7;0;8.8;0;82
11/6/2023 06:00;36.9;21;0.8;0;21;0.9;1.3;91.2;11.4;102.7;0;8.9;0;83
11/6/2023 07:00;34.8;20;0.6;0;359;1.5;1.2;69.2;12.4;81.6;0;12;0;75
11/6/2023 08:00;38.2;22;1.6;0;40;5.8;0.9;37.6;16.5;54.1;0;15.2;0;61
11/6/2023 09:00;41.5;18;2.3;0;46;11;0.4;11.7;6.9;18.6;0;15.9;0;57
11/6/2023 10:00;30.4;10;2;0;60;15.9;0.3;6.6;3.4;9.9;0;17.9;0;50
11/6/2023 11:00;25.5;6;1.8;0;97;18.8;0.2;2.7;1.8;4.5;0;19.4;0;44
11/6/2023 12:00;19;2;2.9;0;92;17;0.2;3.6;1.2;4.8;0;18;0;44
11/6/2023 13:00;14.4;2;2.9;0;108;15.1;0.3;5.1;2.3;7.3;0;17.1;0;49
11/6/2023 14:00;15.7;5;2.6;0;141;15.6;0.2;2.1;0.5;2.7;0;17;0;51
11/6/2023 15:00;18.4;3;2.1;0;152;13.5;0.3;3.6;3.8;7.4;0;15.6;0;54
11/6/2023 16:00;13;3;0.7;0;86;13.4;0.3;3.8;5.2;9;0;14.9;0;56
11/6/2023 17:00;10.1;5;3.3;0;67;12.8;0.3;6.9;5;11.9;0;14.7;0;57
11/6/2023 18:00;12.1;5;4;0;78;12.4;0.3;5.6;4.2;9.8;0;14.2;0;58
11/6/2023 19:00;9;5;3;0;76;12.2;0.3;5.3;4.7;10;0;13.6;0;59
11/6/2023 20:00;12.1;5;2.6;0;42;7.9;0.4;6.4;9.9;16.3;0;13.2;0;61
11/6/2023 21:00;8.7;6;2.1;0;58;9.2;0.4;3.1;9.3;12.4;0;13;0;61
11/6/2023 22:00;7.2;5;2.4;0;57;10.7;0.3;2.9;8.3;11.2;0;13;0;62
11/6/2023 23:00;11.5;4;2.6;0;34;12.2;0.3;2.1;5.9;8.1;0;12.1;0;70
12/6/2023 00:00;9;4;2.1;0;35;7.8;0.3;2;9.2;11.2;0;11.8;0;73
12/6/2023 01:00;7.1;7;2.8;0;55;13.5;0.2;0.8;4.1;4.9;0;12;0;70
12/6/2023 02:00;6;6;2.6;0;44;13.4;0.2;0.5;3.2;3.7;0;11.9;0;70
12/6/2023 03:00;8.4;7;2.5;0;61;13.7;0.2;0.6;2.4;3;0;11.5;0;71
12/6/2023 04:00;7.2;7;1.4;0;71;11.4;0.2;0.8;4;4.8;0;10.9;0;73
12/6/2023 05:00;7;7;1;0;90;6.8;0.2;1.7;7.1;8.8;0;10.1;0;76
12/6/2023 06:00;0;7;0.4;0;129;3.9;0.4;9.8;8.1;18;0;9.4;0;78
12/6/2023 07:00;0;6;1.2;0;42;2.6;0.7;29.5;11;40.3;0;11.8;0;72
12/6/2023 08:00;0;7;3.1;0;52;11.6;0.5;14.6;8;22.6;0;15.6;0;56
12/6/2023 09:00;0;9;4;0;96;20.2;0.2;3.1;1.1;4.2;0;17.6;0;48
12/6/2023 10:00;0;6;3.7;0;100;23.3;0.2;2.4;0.7;3.1;0;18;0;46
12/6/2023 11:00;0;6;3.8;0;103;22.4;0.2;2;1.1;3.1;0;16.9;0;50
12/6/2023 12:00;5.8;5;3;0;135;23;0.1;1.3;0;1;0;19;0;46
12/6/2023 13:00;10.3;3;4.6;0;100;22.8;0.2;2;0.3;2.2;0;18.8;0;46
12/6/2023 14:00;8.7;6;3.8;0;96;22.4;0.2;2.4;1.1;3.5;0;18.2;0;47
12/6/2023 15:00;9.5;4;2.7;0;134;22.1;0.2;1.4;1.5;2.8;0;17.2;0;51
12/6/2023 16:00;7.4;3;1.8;0;152;21.9;0.2;1.9;1.7;3.6;0;18.2;0;49
12/6/2023 17:00;8.5;2;2.3;0;103;21.1;0.2;2.2;1.9;4.1;0;17.3;0;51
12/6/2023 18:00;6.8;3;3.1;0;93;19.1;0.3;2.8;2.7;5.5;0;15.7;0;57
12/6/2023 19:00;6;6;1.7;0;121;15.9;0.3;1.3;5.3;6.6;0;14.1;0;63
12/6/2023 20:00;0;8;1.8;0;93;8.5;0.5;5.8;11.8;17.5;0;13.4;0;64
12/6/2023 21:00;0;13;1.4;0;55;5.4;0.5;6.5;14.3;20.8;0;12.6;0;68
12/6/2023 22:00;0;7;1.8;0;43;4.6;0.6;12.7;13.8;26.6;0;12.3;0;69
12/6/2023 23:00;8.6;6;2.2;0;59;8.5;0.4;5.3;10.8;16;0;12.1;0;69
13/6/2023 00:00;13.3;6;2.4;0;70;13.5;0.2;1.2;5;6.1;0;12.4;0;69
13/6/2023 01:00;10.2;6;2.1;0;61;15.9;0.2;0.4;2.3;2.7;0;12.8;0;68
13/6/2023 02:00;8.4;4;1.9;0;55;14.1;0.2;0;2.8;2.8;0;12.5;0;69
13/6/2023 03:00;7;7;2.2;0;87;15.5;0.2;0.2;1.7;1.9;0;12.6;0;68
13/6/2023 04:00;6;6;1.8;0;92;13.8;0.2;0.5;3.7;4.2;0;12;0;69
13/6/2023 05:00;4.6;4;2.2;0;96;14;0.2;1;5.3;6.3;0;11.9;0;67
13/6/2023 06:00;3.6;2;1.6;0;104;6.2;0.5;35.9;22.1;57.8;0;11.4;0;68
13/6/2023 07:00;0;14;3;0;85;6.6;0.8;33.4;16.9;50.3;0;13.2;0;63
13/6/2023 08:00;11;11;2.8;0;66;13.7;0.6;17.4;8.4;25.8;0;16.3;0;53
13/6/2023 09:00;20.5;10;2.9;0;104;19;0.4;8.9;4.9;13.8;0;17.9;0;46
13/6/2023 10:00;14.5;6;2.8;0;130;21;0.2;3.4;1.9;5.4;0;19;0;43
13/6/2023 11:00;10.8;3;3;0;128;21.5;0.2;3.6;1.7;5.3;0;19.2;0;43
13/6/2023 12:00;8.6;5;3.3;0;131;21.1;0.2;3.5;1.7;5.1;0;19.9;0;42
13/6/2023 13:00;6.9;6;2.9;0;130;20.8;0.2;2.9;1.6;4.5;0;18.9;0;44
13/6/2023 14:00;6.9;4;2.9;0;109;20.7;0.2;4.7;2.6;7.4;0;19.9;0;42
13/6/2023 15:00;25;4;4.3;0;94;20.9;0.3;6.7;3.7;10.4;0;19;0;42
13/6/2023 16:00;17.7;5;4.3;0;91;19.1;0.3;8.1;4.9;13.1;0;19.2;0;42
13/6/2023 17:00;13.2;6;4;0;89;16.5;0.4;11.3;8;19.2;0;17.7;0;48
13/6/2023 18:00;10.1;8;3.4;0;91;14.4;0.6;14.6;10.5;25;0;16.8;0;49
13/6/2023 19:00;10.8;7;3.4;0;94;11.8;0.6;8.5;11.3;19.9;0;15.4;0;52
13/6/2023 20:00;10;10;3.2;0;90;7;0.7;20.1;16.1;36.1;0;14.4;0;59
13/6/2023 21:00;9.5;8;2.4;0;90;8.1;0.6;9.8;13.4;23.1;0;14.4;0;59
13/6/2023 22:00;12.8;10;1.9;0;96;12.9;0.3;4.2;7.5;11.7;0;14.6;0;57
13/6/2023 23:00;9.8;7;2.6;0;94;15.8;0.2;2.2;4.1;6.3;0;14.4;0;58
14/6/2023 00:00;14.6;4;2.2;0;83;15.3;0.2;1.3;3.6;4.9;0;14.1;0;60
14/6/2023 01:00;10.8;3;2.4;0;46;14.5;0.2;0.9;3.2;4;0;12.9;0;67
14/6/2023 02:00;8.5;3;1.4;0;32;11.4;0.2;0.8;5.4;6.3;0;12.3;0;69
14/6/2023 03:00;7;7;0.8;0;52;9.1;0.2;0.1;7.1;7.2;0;12.2;0;69
14/6/2023 04:00;6;6;1.4;0;70;11.8;0.2;0.4;4.8;5.2;0;12.6;0;67
14/6/2023 05:00;4.3;3;1.5;0;49;8.3;0.2;2.4;9;11.3;0;12.6;0;68
14/6/2023 06:00;0;5;1.3;0;88;3.8;0.4;12.7;15.7;28.5;0;12.6;0;68
14/6/2023 07:00;0;7;1.6;0;49;3.1;0.8;27.5;17.8;45.3;0;12.3;0;74
14/6/2023 08:00;12;12;1.5;0;134;11.2;0.6;17.2;12.2;29.5;0;14.3;0;60
14/6/2023 09:00;11.6;9;1.4;0;115;13.9;0.5;10.7;9.4;20.1;0;15.8;0;55
14/6/2023 10:00;11.3;9;2.2;0;110;16.6;0.4;8.4;6.5;14.9;0;17;0;53
14/6/2023 11:00;12.5;5;2.6;0;104;17.7;0.3;6.8;3.8;10.6;0;17.4;0;53
14/6/2023 12:00;10.7;3;1.8;0;163;15.5;0.4;7;7.5;14.5;0;17.4;0;54
14/6/2023 13:00;10.8;3;2.1;0.4;132;16.1;0.3;4.8;4.2;9;0;15.5;0;61
14/6/2023 14:00;12.1;5;1.4;0.2;158;13.2;0.5;8.9;10.1;19;0;14.5;0;61
14/6/2023 15:00;10.4;6;3.2;0;93;17.7;0.4;9.6;6.2;15.9;0;16.7;0;54
14/6/2023 16:00;15.5;5;3.8;0;84;16.2;0.4;14.5;6.8;21.5;0;16.2;0;55
14/6/2023 17:00;11.5;10;2.7;0;117;16;0.3;8.8;5.2;14;0;16.2;0;54
14/6/2023 18:00;9.6;8;3.3;0;105;14;0.5;10.3;7.3;17.5;0;14.5;0;60
14/6/2023 19:00;11.8;6;3.2;0;94;8.6;0.7;13.4;11.2;24.6;0;13.5;0;64
14/6/2023 20:00;8.7;5;2.4;0;98;6.2;0.7;15;12.6;27.6;0;13.4;0;64
14/6/2023 21:00;6.9;5;2.4;0;77;5.5;0.6;12.2;12.4;24.4;0;12.8;0;70
14/6/2023 22:00;10.6;5;2;0.5;55;4.4;0.5;5.8;12.4;18.2;0;11.8;0;78
14/6/2023 23:00;8.4;7;1.7;0.3;74;5.4;0.4;9.3;11.3;20.5;0;11.7;0;77
15/6/2023 00:00;11;11;2.4;0.2;60;10.3;0.2;2.3;5.7;8;0;11.3;0;75
15/6/2023 01:00;13.8;6;2.5;0;51;12.9;0.2;0.8;3;3.8;0;11.3;0;74
15/6/2023 02:00;9.9;1;2.2;0;46;13;0.2;1;2.4;3.4;0;11.3;0;74
15/6/2023 03:00;7.6;2;2.6;0;87;10.9;0.2;0.8;4.4;5.2;0;11.4;0;74
15/6/2023 04:00;6.4;1;1.7;0;70;12;0.2;0.7;3.5;4.2;0;11.4;0;74
15/6/2023 05:00;5.1;4;1.1;0;92;10.6;0.2;3.4;6.4;9.8;0;11.9;0;71
15/6/2023 06:00;6;6;2.7;0;77;7.4;0.4;14.5;12.6;27.1;0;12;0;70
15/6/2023 07:00;0;6;3.2;0;85;5.6;0.8;28.9;17.2;46.2;0;12.5;0;67
15/6/2023 08:00;0;9;3.5;0;90;12.7;0.7;15.3;10.6;25.8;0;13.7;0;62
15/6/2023 09:00;7.3;6;4.1;0;89;12.9;0.6;16.3;10.4;26.6;0;14.3;0;60
15/6/2023 10:00;7;7;3.9;0;90;14.6;0.5;16.2;10.2;26.4;0;14.7;0;59
15/6/2023 11:00;9.4;6;3.2;0;102;16.2;0.5;12.2;7.9;20.1;0;15.8;0;56
15/6/2023 12:00;12.2;5;3.2;0;101;15.9;0.4;9.9;6.2;16.1;0;15.6;0;56
15/6/2023 13:00;9.8;7;3.2;0;100;17.3;0.4;9.1;4.4;13.5;0;16.6;0;52
15/6/2023 14:00;9.1;8;3.4;0;107;17.5;0.3;7.6;3.2;10.8;0;17.2;0;52
15/6/2023 15:00;18;5;5;0;92;18.4;0.3;6.3;2.2;8.5;0;17.8;0;50
15/6/2023 16:00;15;3;4.9;0;90;17.2;0.3;10.2;4.3;14.5;0;17;0;50
