;PM10;PM2-5;Velocidad;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HT
1/1/2023 01:00;31.4;23;1.2;0;242;17.4;0.5;0.1;2.1;2.2;0;11.8;0;76
1/1/2023 02:00;43;39;1.8;0;272;17.8;0.5;0.5;1.4;2;0;11.8;0;76
1/1/2023 03:00;45;26;1.8;0;274;15.4;0.5;0.6;2.8;3.4;0;11.7;0;76
1/1/2023 04:00;36.5;35;1.3;0;255;14.7;0.5;0.6;2.1;2.7;0;11.1;0;77
1/1/2023 05:00;32;25;1.3;0;249;11.4;0.5;0.4;2.5;2.9;0;11;0;78
1/1/2023 06:00;39.4;27;0.6;0;210;6.5;0.5;0.3;3.8;4.1;0;11;0;78
1/1/2023 07:00;43.3;29;0.5;0;155;7.1;0.6;1.7;4.2;5.9;0;10.7;0;80
1/1/2023 08:00;32.3;24;1.4;0;49;15.3;0.6;3;0.9;3.9;0;12.8;0;72
1/1/2023 09:00;31.2;27;1.4;0;307;27.2;0.4;0;0;0;0;16;0;57
1/1/2023 10:00;23.7;21;0.9;0;4;31.2;0.4;0;0;0;0;16.6;0;54
1/1/2023 11:00;17.9;15;2.2;0;63;31.3;0.3;0;0;0;0;17.3;0;49
1/1/2023 12:00;13.9;13;2;0;96;33.1;0.2;0;0;0;0;19.9;0;39
1/1/2023 13:00;11.2;9;2.2;0;77;32.7;0.2;0;0;0;0;19;0;38
1/1/2023 14:00;18;12;3.1;0;270;37.3;0.4;0;0;0;0;19.7;0;43
1/1/2023 15:00;21.4;17;4.4;0;274;44.1;0.5;0;0;0;0;18.6;0;50
1/1/2023 16:00;30.2;26;5;0;255;36.6;0.5;0;0;0;0;16;0;61
1/1/2023 17:00;25;25;2.6;0.1;229;32.7;0.5;0;0;0;0;14.8;0;66
1/1/2023 18:00;25.5;25;2.7;0;233;23.9;0.5;0;0;0;0;13.9;0;70
1/1/2023 19:00;18.6;18;1.9;4.6;233;16.7;0.6;0.9;1.6;2.5;0;12.3;0;79
1/1/2023 20:00;17;17;1.9;0.5;257;11.6;0.6;1.2;3.5;4.7;0;12.1;0;82
1/1/2023 21:00;16.9;15;0.8;1.3;28;12.3;0.5;0.8;3;3.7;0;11.7;0;82
1/1/2023 22:00;20.8;9;0.2;0.3;158;12.6;0.5;0.2;1.8;1.9;0;11.3;0;83
1/1/2023 23:00;15.4;6;0.4;0.3;127;10.6;0.5;0.5;3.5;4;0;11.1;0;83
2/1/2023 00:00;19.1;13;0.4;0;133;11.7;0.5;0;0;0;0;11;0;84
2/1/2023 01:00;15.4;11;0.6;0;200;8.5;0.5;0.3;3.5;3.8;0;10.6;0;84
2/1/2023 02:00;12.2;10;1.4;0;29;8.6;0.4;0.3;1.2;1.5;0;10.8;0;83
2/1/2023 03:00;13.6;9;0.3;0;57;10.3;0.3;0;0;0;0;11;0;80
2/1/2023 04:00;10.3;8;1.1;0;53;8.9;0.3;0;0;0;0;11.3;0;79
2/1/2023 05:00;9;9;0.9;0;51;10.1;0.3;0;0;0;0;11.3;0;78
2/1/2023 06:00;10;8;1.4;0;27;5.4;0.5;2.9;2.5;5.4;0;11.4;0;78
2/1/2023 07:00;9;9;1.8;0;50;2.3;0.6;6.6;3.7;10.3;0;11.4;0;78
2/1/2023 08:00;9;9;1.4;0;34;4.7;0.7;10.8;3.1;13.9;0;12.2;0;75
2/1/2023 09:00;14;14;0.5;0;20;10.8;0.7;9.3;1.9;11.3;0;15.7;0;61
2/1/2023 10:00;16.8;10;0.8;0;315;18;0.5;0;0;0;0;17.3;0;54
2/1/2023 11:00;17.7;10;1.3;0;170;27.4;0.5;0;0;0;0;19.3;0;46
2/1/2023 12:00;16.8;9;1.8;0;277;0;0;4.8;2.3;7;0;18.5;0;46
2/1/2023 13:00;13;13;1.8;0;284;41;0.4;3.1;0;2.9;0;19.2;0;44
2/1/2023 14:00;29.5;12;4.3;0.4;269;32.6;0.5;3.5;1.5;5;0;16.7;0;55
2/1/2023 15:00;27.9;10;4.7;0.1;258;26.6;0.5;5.1;2.4;7.6;0;15.9;0;60
2/1/2023 16:00;20.9;15;3.2;2.6;242;19.7;0.6;5;5.3;10.2;0;13.5;0;74
2/1/2023 17:00;30.5;15;1.6;0;183;19.8;0.6;4.4;6.2;10.6;0;14.3;0;73
2/1/2023 18:00;27.3;16;1.2;0.9;245;13.3;0.8;4.5;12.4;16.9;0;14;0;72
2/1/2023 19:00;24.2;10;0.8;0.2;353;7.4;0.8;7;15.6;22.6;0;12.7;0;77
2/1/2023 20:00;18.2;10;1.3;0;345;5.8;1;12.5;19.2;31.8;0;12.4;0;77
2/1/2023 21:00;17.4;17;0.4;0;125;6.5;0.8;4.2;14.3;18.5;0;12.2;0;76
2/1/2023 22:00;27.8;15;0.4;0;204;4.6;0.7;5;16.9;21.8;0;12.3;0;78
2/1/2023 23:00;21.8;9;2.3;0.1;278;5;0.7;10.1;11.6;21.7;0;12.1;0;79
3/1/2023 00:00;15.6;13;0.9;0;315;3.6;0.6;6.9;11.6;18.5;0;12;0;80
3/1/2023 01:00;20.1;11;1.1;0;61;5.7;0.5;1.5;9.4;10.9;0;11.7;0;78
3/1/2023 02:00;19.9;17;0.6;0;244;6.6;0.5;1.4;5.7;7.1;0;11.7;0;78
3/1/2023 03:00;15.2;15;1.9;0;259;4.7;0.4;3.2;8.4;11.6;0;11.8;0;79
3/1/2023 04:00;15.2;12;1.3;0;274;4.9;0.4;4.1;8.9;13;0;11.5;0;77
3/1/2023 05:00;19;19;1.8;0;284;4.8;0.5;11;9.2;20.2;0;11.4;0;77
3/1/2023 06:00;25.3;15;0.7;0;278;1.3;0.8;35.5;13.5;49;0;10.4;0;80
3/1/2023 07:00;22.6;18;2;0;268;1.2;1.5;64.4;18.4;82.8;0;10.6;0;80
3/1/2023 08:00;32.1;23;0.3;0;145;4.8;0.9;29.6;10.5;40.1;0;12.3;0;75
3/1/2023 09:00;25.1;25;1;0;239;7.8;1;28;12.4;40.5;0;13.8;0;68
3/1/2023 10:00;33.3;28;0.8;0;269;21.2;0.7;16.5;8.5;25;0;17.8;0;51
3/1/2023 11:00;32.3;21;1.1;0;253;26.3;0.6;11.1;8.7;19.7;0;18.1;0;47
3/1/2023 12:00;31.6;15;3.8;0;285;28.5;0.4;0;0;0;0;18.4;0;47
3/1/2023 13:00;23.3;11;3;0;305;28;0.4;0;0;0;0;18.3;0;46
3/1/2023 14:00;27.5;8;1.9;0;327;27.4;0.4;0;0;0;0;18.9;0;46
3/1/2023 15:00;27.3;9;3.5;0;294;24.4;0.5;0;0;0;0;18.2;0;47
3/1/2023 16:00;20.6;9;3;0;300;23;0.4;0;0;0;0;18.4;0;49
3/1/2023 17:00;20.2;7;3.1;0;289;17.7;0.5;8;1;9;0;16.3;0;55
3/1/2023 18:00;20;7;2;13.8;55;13.9;0.6;7.7;2.7;10.4;0;12.6;0;74
3/1/2023 19:00;14.6;11;1.9;0.1;73;11.5;0.7;9.1;5.6;14.7;0;11;0;80
3/1/2023 20:00;10.2;7;1;0;33;2.1;1.1;27.2;15;42.3;0;11.2;0;79
3/1/2023 21:00;12.8;7;0.8;0;62;1.7;0.8;13.7;14.5;28.2;0;11.3;0;78
3/1/2023 22:00;13.2;6;0.1;0;63;1;0.9;17.9;15.3;33.2;0;11.5;0;78
3/1/2023 23:00;12.1;11;0.4;0;303;1.4;0.7;8.4;11.6;20;0;11.9;0;76
4/1/2023 00:00;11.3;10;1.2;0;271;1.3;0.7;12.9;10.1;23;0;11.8;0;77
4/1/2023 01:00;34.4;12;1.3;0;278;2.6;0.6;9.8;10.1;19.9;0;11.5;0;77
4/1/2023 02:00;25.6;11;1.5;0;287;8.1;0.4;2.7;2.8;5.5;0;11.4;0;76
4/1/2023 03:00;18.9;10;1.7;0;24;4.5;0.4;1;5.9;6.9;0;11.2;0;76
4/1/2023 04:00;13.8;9;0.9;0;352;5.9;0.4;1;3.4;4.4;0;11.1;0;76
4/1/2023 05:00;17.4;11;1.1;0;248;4.9;0.4;5;4.8;9.8;0;10.8;0;76
4/1/2023 06:00;15.2;8;1.8;0;266;1.1;0.7;25.6;16.1;41.6;0;10.5;0;78
4/1/2023 07:00;18.2;16;1.5;0;265;1.9;1.1;38.2;20.9;59.2;0;10.9;0;76
4/1/2023 08:00;19.8;18;0.1;0;162;6.3;0.9;23.2;16.1;39.4;0;12.4;0;70
4/1/2023 09:00;23.9;16;1;0;197;10.6;1.1;32.2;17.4;49.7;0;16.2;0;57
4/1/2023 10:00;21.5;18;0.5;0;216;19;0.7;15.3;10.3;25.6;0;17.2;0;51
4/1/2023 11:00;27.2;13;0.3;0;339;25.2;0.5;7.6;2.4;10;0;18.6;0;45
4/1/2023 12:00;29.6;14;0.5;0;302;24.6;0.5;6.1;5.8;12;0;17.6;0;47
4/1/2023 13:00;22.1;16;0.6;0;154;27.4;0.4;3.8;0.4;4.2;0;17.7;0;47
4/1/2023 14:00;30.5;11;3.4;0;277;25.5;0.5;6.6;2.8;9.4;0;17.3;0;54
4/1/2023 15:00;30.1;13;4.7;0;272;23.5;0.5;7.4;0.9;8.3;0;16.8;0;57
4/1/2023 16:00;31.5;20;4.7;0;265;20.8;0.5;8.2;0.4;8.5;0;16.5;0;58
4/1/2023 17:00;31.3;17;3.6;0;253;20;0.5;9.1;1.8;10.9;0;16.9;0;57
4/1/2023 18:00;34.2;15;3.1;0;246;12;0.8;9.8;6.3;16.1;0;15;0;65
4/1/2023 19:00;28.4;17;3.2;0;268;8.5;0.8;11.3;9.2;20.5;0;13.9;0;69
4/1/2023 20:00;25.2;15;1;0;349;9.7;0.7;6.2;5.9;12;0;13.3;0;69
4/1/2023 21:00;24.5;12;0.2;0;150;12.3;0.5;1.6;4.5;6.1;0;12.8;0;66
4/1/2023 22:00;17.9;11;1.7;0;277;2.5;0.8;13.3;13.4;26.7;0;12.8;0;71
4/1/2023 23:00;13;11;1.8;0;278;1.1;0.8;24.1;15.5;39.6;0;12.1;0;75
5/1/2023 00:00;22.1;11;1;0;295;1.3;0.7;15.2;12.5;27.7;0;11.9;0;75
5/1/2023 01:00;33;29;0.5;0;59;1;0.7;11.4;13.8;25.2;0;12;0;74
5/1/2023 02:00;38.4;21;0.9;0;287;0.8;0.7;15.3;13.5;28.8;0;12;0;75
5/1/2023 03:00;33.5;17;1.2;0;27;0.8;0.7;15;12.2;27.1;0;12;0;75
5/1/2023 04:00;29.8;14;1.4;0.3;36;10.6;0.4;3.5;0.5;4;0;11.7;0;75
5/1/2023 05:00;22.4;10;1;0;56;12.2;0.3;0;0;0;0;11.4;0;77
5/1/2023 06:00;23.1;6;1.6;0.1;255;2.3;0.7;25.6;12;37.6;0;11.3;0;79
5/1/2023 07:00;24.1;10;0.1;0;272;1.2;0.8;29;13.7;42.8;0;11.4;0;81
5/1/2023 08:00;22.1;14;0.7;0;309;2.9;1.3;50.1;17.8;67.9;0;13.1;0;73
5/1/2023 09:00;25.4;23;1.2;0;19;8.4;0.9;22.6;13.3;36;0;14;0;67
5/1/2023 10:00;28.8;19;3.7;0;72;21.5;0.5;0;0;0;0;15.5;0;57
5/1/2023 11:00;23.9;12;4.6;0;80;21.1;0.5;0;0;0;0;15.1;0;58
5/1/2023 12:00;19.5;14;3.8;0;81;19.4;0.5;0;0;0;0;14.8;0;59
5/1/2023 13:00;18.4;15;2.8;0;83;22.3;0.4;0;0;0;0;15.9;0;54
5/1/2023 14:00;26.8;17;3.2;0;87;24.8;0.4;0;0;0;0;17.3;0;51
5/1/2023 15:00;28.1;15;1.9;0;109;26.1;0.4;0;0;0;0;17.6;0;47
5/1/2023 16:00;21.5;17;2.8;0;102;21;0.4;0;0;0;0;16.6;0;51
5/1/2023 17:00;20.5;17;2;0;99;14.3;0.6;7.3;2.9;10.2;0;15.5;0;56
5/1/2023 18:00;17.7;17;1.3;0;70;9.6;0.9;12.7;8.4;21.1;0;14.7;0;59
5/1/2023 19:00;17.2;12;1.5;0;42;5;0.9;13.2;14.2;27.4;0;13.9;0;64
5/1/2023 20:00;17.1;17;1.7;0;268;3.1;1.2;29.9;16.8;46.7;0;12.9;0;68
5/1/2023 21:00;21;21;1.7;0;269;3;0.9;11.9;16.9;28.8;0;12.3;0;77
5/1/2023 22:00;32.2;23;1.3;0;278;2.3;0.8;12.3;17.7;30;0;12.5;0;77
5/1/2023 23:00;35;26;1.1;0;316;4.4;0.7;7.3;15.2;22.5;0;12.7;0;76
6/1/2023 00:00;40.7;22;1;0;44;3.5;0.5;3.3;8.9;12.1;0;12.4;0;72
6/1/2023 01:00;30.8;18;1.4;0;18;0.9;0.6;9.5;10.2;19.7;0;12.4;0;71
6/1/2023 02:00;29;12;1.5;0;28;1.8;0.5;6.1;8.5;14.6;0;12.1;0;72
6/1/2023 03:00;28.9;13;1.7;0;48;5.1;0.4;1.1;3.1;4.2;0;11.6;0;73
6/1/2023 04:00;21.5;8;0.9;0;35;4.3;0.4;1.8;2.1;3.9;0;11.4;0;74
6/1/2023 05:00;20.7;10;0.8;0;352;1.2;0.5;9.9;6.4;16.3;0;10.7;0;76
6/1/2023 06:00;19.1;12;1.8;0;37;0.8;0.7;34.4;8.3;42.7;0;10.7;0;77
6/1/2023 07:00;25.9;16;1.5;0;19;1.6;0.9;45;9.4;54.4;0;10.9;0;75
6/1/2023 08:00;22.9;19;1.3;0;255;3.5;1.3;47.3;14.7;62.1;0;12.3;0;68
6/1/2023 09:00;35.1;23;0.8;0;321;5.7;1.1;36.1;15.8;51.9;0;14.5;0;61
6/1/2023 10:00;37.3;28;1.7;0;59;18.1;0.8;21.1;8.6;29.6;0;17.1;0;52
6/1/2023 11:00;46.5;23;1.8;0;63;25.1;0.5;8.2;0.3;8.5;0;18.5;0;47
6/1/2023 12:00;38.7;17;2.1;0;76;27.2;0.6;10.5;2.5;13.2;0;17.6;0;49
6/1/2023 13:00;31.5;16;1.1;0;145;27.6;0.6;5.2;4.7;9.9;0;18.4;0;47
6/1/2023 14:00;33.9;17;3.2;0;263;26.7;0.7;0;0;0;0;18.3;0;51
6/1/2023 15:00;38.8;0;3.9;0;257;35.5;0.7;0;0;0;0;19.2;0;51
6/1/2023 16:00;44.2;25;5.1;0;257;31.1;0.6;6.5;11.9;18.5;0;17.5;0;58
6/1/2023 17:00;37.5;20;3.1;0;257;28.1;0.6;4.6;14.8;19.5;0;15.8;0;61
6/1/2023 18:00;32.2;18;1.5;0;331;25.8;0.7;3.8;18.9;22.7;0;14.6;0;68
6/1/2023 19:00;39.6;25;1.7;0.5;29;27.9;0.7;3;14.8;17.8;0;13.5;0;73
6/1/2023 20:00;39.4;26;1.7;6.4;78;15.9;0.7;5.8;18.5;24.2;0;11.4;0;78
6/1/2023 21:00;28.1;14;1.7;0.4;99;8.5;0.7;5.2;22.8;28;0;11;0;81
6/1/2023 22:00;25.3;13;0.7;0.6;137;2.9;0.8;9.3;29;38.3;0;11.2;0;82
6/1/2023 23:00;21.8;14;0.9;0;93;3.2;0.8;6.6;27.9;34.5;0;11.3;0;82
7/1/2023 00:00;18;16;0.9;0;31;2.4;0.7;5;26.4;31.4;0;11.5;0;81
7/1/2023 01:00;13.6;12;0.3;0;48;1.3;0.7;7;24.4;31.4;0;11.7;0;79
7/1/2023 02:00;15;15;1.3;0;98;1.1;0.7;7.9;23.8;31.7;0;11.8;0;80
7/1/2023 03:00;14;14;1.7;0;62;14.6;0.3;1.7;5.1;6.7;0;11.8;0;75
7/1/2023 04:00;18.3;10;2.5;0;43;15.5;0.3;0.6;2.4;3;0;11.5;0;74
7/1/2023 05:00;14.7;8;2.4;0;38;6.8;0.3;3.6;9.5;13.1;0;11.2;0;76
7/1/2023 06:00;11.5;6;2.1;0.2;42;3.9;0.4;4;12;16.1;0;10.8;0;77
7/1/2023 07:00;9;9;1.8;0;44;4.3;0.5;9.5;13.3;22.8;0;11.2;0;74
7/1/2023 08:00;10;10;2.4;0;45;9.1;0.5;11.2;9.6;20.8;0;12.1;0;69
7/1/2023 09:00;0;14;2.1;0;51;14.4;0.5;9.1;5.9;15;0;15;0;59
7/1/2023 10:00;0;9;2.4;0;57;20.6;0.4;6.1;3;9;0;17.7;0;48
7/1/2023 11:00;0;9;2.8;0;34;18.5;0.4;9.2;6.3;15.5;0;17.2;0;51
7/1/2023 12:00;0;9;2;0;49;16.9;0.5;6.7;5.9;12.7;0;16;0;56
7/1/2023 13:00;0;10;2.3;0;86;15.3;0.5;8.6;5.8;14.4;0;15.4;0;58
7/1/2023 14:00;0;9;1;0;271;10.3;0.7;10.9;13.7;24.7;0;15.4;0;59
7/1/2023 15:00;0;12;0.7;0.7;260;4.3;1.1;23.2;23.1;46.3;0;14;0;69
7/1/2023 16:00;0;13;0.6;1.7;345;6.1;1.1;22;27.5;49.6;0;12.7;0;79
7/1/2023 17:00;0;24;0.7;0;199;5;1;17.2;25.5;42.8;0;12.8;0;78
7/1/2023 18:00;0;22;0.5;0;137;1.8;1.1;20.3;27.5;47.8;0;12.6;0;77
7/1/2023 19:00;0;21;0.9;0.6;276;1.7;1.3;27.6;32.7;60.4;0;12.7;0;77
7/1/2023 20:00;27;27;1.2;3.9;265;2.8;1;14.6;30.1;44.8;0;11.8;0;82
7/1/2023 21:00;26.3;24;0.9;0.1;13;5.6;0.9;12.2;27.5;39.7;0;11.6;0;83
7/1/2023 22:00;19.4;16;1.6;0;20;3.2;1;10.7;26.9;37.5;0;11.8;0;83
7/1/2023 23:00;28.3;24;2;0;44;1;0.8;12.7;22.3;35;0;11.7;0;82
8/1/2023 00:00;24.1;18;1.1;0;40;1.6;0.6;7.8;16.4;24.1;0;11.6;0;81
8/1/2023 01:00;29.7;13;0.6;0;300;0.9;0.6;10.2;16.4;26.7;0;11.5;0;80
8/1/2023 02:00;22.4;11;0.9;0;286;0.9;0.6;11.5;15.4;26.9;0;11.5;0;80
8/1/2023 03:00;17;17;1;0;288;1.7;0.5;10.5;15.5;26;0;11.4;0;80
8/1/2023 04:00;16;16;0.1;0;273;2.6;0.4;2.5;14;16.5;0;11.3;0;80
8/1/2023 05:00;26.9;17;1.3;0.6;38;2.9;0.4;3;12.5;15.4;0;11.2;0;81
8/1/2023 06:00;21.4;12;2.2;0.1;67;11.2;0.3;1.9;6.9;8.8;0;10.9;0;81
8/1/2023 07:00;15.3;8;1.8;0;62;8.8;0.4;2.7;8.3;11;0;11.1;0;80
8/1/2023 08:00;11.4;10;1.7;0;59;6.3;0.5;8.4;10.9;19.3;0;11.7;0;78
8/1/2023 09:00;9.4;8;2.7;0;63;16.4;0.4;5;3.7;8.7;0;13.6;0;64
8/1/2023 10:00;7.3;7;2.6;0;40;17.9;0.4;5.2;3.4;8.6;0;15.4;0;61
8/1/2023 11:00;7;7;3.2;0;80;21.8;0.3;3.1;1.1;4.2;0;15.9;0;53
8/1/2023 12:00;0;8;2.6;0;105;22.6;0.3;2.6;0.1;2.8;0;17;0;49
8/1/2023 13:00;0;5;2.9;0;104;23.1;0.3;2.7;0.2;2.8;0;17.7;0;46
8/1/2023 14:00;6;6;3.2;0;97;21.8;0.3;3.8;0.5;4.3;0;17.4;0;47
8/1/2023 15:00;12.7;4;2.7;0;64;21.3;0.3;3.8;1.4;5.2;0;16.4;0;51
8/1/2023 16:00;11;3;2.5;0;53;21;0.4;3.3;1.4;4.6;0;16.6;0;51
8/1/2023 17:00;9;6;3.3;0;86;17.5;0.4;4.4;2.9;7.2;0;14.9;0;57
8/1/2023 18:00;6.9;5;3.9;0;79;16.3;0.4;4.8;3.9;8.7;0;14.1;0;61
8/1/2023 19:00;5.1;5;2.7;0;79;14.1;0.4;5.3;5.8;11.1;0;13.3;0;62
8/1/2023 20:00;5;5;2.7;0;99;12.8;0.4;3.9;7.2;11.1;0;13.1;0;63
8/1/2023 21:00;8;8;3.1;0;83;12.5;0.5;5.2;6.6;11.8;0;12.5;0;65
8/1/2023 22:00;0;7;2.4;0;77;10.7;0.5;4.3;7.5;11.9;0;11.9;0;67
8/1/2023 23:00;0;5;1.5;0;75;4.3;0.6;7.3;12.5;19.8;0;11.3;0;70
9/1/2023 00:00;0;8;1.1;0;20;0.9;0.8;24.4;15.9;40.3;0;10.5;0;75
9/1/2023 01:00;0;13;0.5;0;32;0.7;0.7;22.5;14.7;37.3;0;10.2;0;77
9/1/2023 02:00;0;10;0.6;0;14;0.8;0.7;18.8;14.3;33.1;0;10.7;0;75
9/1/2023 03:00;0;8;0.7;0;24;0.8;0.6;16.4;13.3;29.8;0;10.6;0;74
9/1/2023 04:00;0;10;0.9;0;306;1;0.5;11.7;13.5;25.2;0;10.7;0;74
9/1/2023 05:00;0;7;1;0;279;0.9;0.5;22.9;14.5;37.4;0;10.2;0;76
9/1/2023 06:00;10;10;0.9;0;244;0.7;0.6;24.1;10.9;35;0;9.9;0;78
9/1/2023 07:00;11;11;0.1;0;56;1.2;0.8;32.6;10.8;43.4;0;10;0;79
9/1/2023 08:00;16.7;10;0.4;0;120;2.8;0.8;31.8;13.2;45.1;0;11.9;0;72
9/1/2023 09:00;20.8;12;1.3;0;33;7.5;0.8;27.9;16.4;44.3;0;13.9;0;64
9/1/2023 10:00;21.1;15;2.4;0;43;14.1;0.5;11.1;8.8;19.9;0;15;0;58
9/1/2023 11:00;15.9;8;2.3;0;44;18.8;0.4;5.2;2.8;8;0;16;0;52
9/1/2023 12:00;13.9;5;2.6;0;44;21.5;0.3;3.9;1.6;5.5;0;16.8;0;50
9/1/2023 13:00;13.2;3;1.8;0;58;22.2;0.3;3.9;2;5.9;0;17.1;0;49
9/1/2023 14:00;11;6;0.7;0;23;23;0.3;3.5;1.6;5.1;0;18.5;0;46
9/1/2023 15:00;8.4;4;1.7;0;159;21.5;0.3;1.9;1.3;3.2;0;17.9;0;46
9/1/2023 16:00;6.5;6;0.5;0;207;21.2;0.5;4.4;5.7;10;0;17.4;0;50
9/1/2023 17:00;0;11;3.3;0;279;22.8;0.8;7.5;22;29.4;0;15.9;0;61
9/1/2023 18:00;0;21;3;0.3;283;18.8;0.9;7;22.8;29.8;0;14.3;0;70
9/1/2023 19:00;21;21;1.3;9.2;282;13.6;0.8;4.5;24.6;29;0;12.4;0;80
9/1/2023 20:00;26;26;2;3.8;257;8.7;0.7;6.2;19.7;25.9;0;11.7;0;83
9/1/2023 21:00;18.6;16;1.9;0.5;255;7.1;0.7;6.3;18.7;25;0;11.6;0;84
9/1/2023 22:00;16;16;1.6;0.5;264;3.5;0.7;11.7;22.6;34.2;0;11.4;0;84
9/1/2023 23:00;11.5;9;1;0.4;337;5;0.6;7;21.8;28.8;0;11.4;0;84
10/1/2023 00:00;13.1;12;0.9;0;315;7.2;0.6;4.9;16.2;21.1;0;11;0;84
10/1/2023 01:00;14.5;12;0.5;0.4;57;6.7;0.5;2.2;14.3;16.5;0;10.9;0;84
10/1/2023 02:00;13;13;0.6;2.2;60;10.9;0.4;1.1;9;10.1;0;10.8;0;84
10/1/2023 03:00;9;9;0.9;0.8;23;13.5;0.4;1.2;9.5;10.7;0;10.8;0;85
10/1/2023 04:00;14;14;1.4;0;36;18.9;0.3;0.6;4.6;5.2;0;10.7;0;85
10/1/2023 05:00;10.5;10;1;0;40;12;0.4;2.3;11.6;13.8;0;10.7;0;84
10/1/2023 06:00;9.1;8;0.5;0;48;2.4;1.4;0;0;0;0;10.8;0;84
10/1/2023 07:00;0;57;0.7;0.1;15;1.6;1.2;227.1;39.8;266.9;0;11;0;84
10/1/2023 08:00;31.4;29;1.4;0;29;2.5;1.5;50.4;24.2;74.6;0;11.9;0;83
10/1/2023 09:00;23.2;16;1.5;0;28;6.1;1;34.3;15.3;49.6;0;13.9;0;72
10/1/2023 10:00;24.9;17;1.4;0.2;46;8.2;0.6;17;11.7;28.7;0;14.8;0;66
10/1/2023 11:00;25.9;14;1.2;4;54;9.9;0.6;12.9;8.5;21.4;0;12.6;0;76
10/1/2023 12:00;21.8;8;0.9;1.5;42;9.3;0.7;17.6;11.6;29.2;0;13.5;0;75
10/1/2023 13:00;17;7;0.7;0;74;11.7;0.7;17.4;14.1;31.5;0;15.1;0;69
10/1/2023 14:00;22.2;11;1.2;0;212;14.8;0.8;16.2;17.2;33.5;0;16.7;0;61
10/1/2023 15:00;18.5;9;1.2;2;247;17.2;0.8;12.1;23.1;35.3;0;16.5;0;60
10/1/2023 16:00;0;17;2.1;6.6;246;12.9;0.9;13;29.8;42.8;0;12.3;0;79
10/1/2023 17:00;25;25;2.5;0.2;245;10.6;1.1;19.1;31.7;50.8;0;12.5;0;81
10/1/2023 18:00;24;24;1.3;8.6;213;5;1.3;20.9;33.5;54.5;0;11.9;0;82
10/1/2023 19:00;22.6;17;0.7;3.9;225;8.8;1.2;10.1;28.8;38.8;0;10.9;0;84
10/1/2023 20:00;21.6;17;0.4;0;52;1.6;1.7;48.3;35.5;84.1;0;10.6;0;84
10/1/2023 21:00;20.9;15;0.4;0;337;0.8;2;72.5;38.3;110.8;0;10.8;0;85
10/1/2023 22:00;23;23;0.5;0.1;274;0.9;2.1;68.1;35;103.2;0;11;0;85
10/1/2023 23:00;23.5;23;0.9;0;49;0.9;1.1;24.2;26.2;50.4;0;11.1;0;85
11/1/2023 00:00;21.3;19;0.6;0;74;0.7;1;33;23.4;56.4;0;11;0;85
11/1/2023 01:00;26.1;10;0.9;0.8;45;0.6;1;34.2;22.7;56.9;0;11;0;85
11/1/2023 02:00;19.9;13;0.9;0.5;349;0.6;0.8;30.5;18.6;49.1;0;11;0;84
11/1/2023 03:00;14.2;14;1.3;0.3;57;0.8;0.5;8.6;15.8;24.4;0;10.6;0;84
11/1/2023 04:00;0;14;1;0;11;0.8;0.5;10.3;16;26.3;0;10.5;0;84
11/1/2023 05:00;12;12;1.6;0;51;1.7;0.4;9.6;13.9;23.5;0;10.1;0;84
11/1/2023 06:00;11.2;8;0.8;0;54;1.2;0.6;32.4;19.1;51.6;0;10.1;0;82
11/1/2023 07:00;11;11;0.4;0;12;1;1.7;98.6;20.5;119;0;9.7;0;83
11/1/2023 08:00;13.7;11;1.1;0;73;2.5;1.5;70;19.1;89.1;0;11;0;78
11/1/2023 09:00;17;17;1.4;0;3;9;1.1;38.4;19.3;57.7;0;15;0;61
11/1/2023 10:00;13.2;11;1.3;0;53;17.5;0.6;13.5;9.1;22.7;0;18.3;0;49
11/1/2023 11:00;17.6;10;2.2;0;113;18.7;0.4;6.7;3.3;10;0;19;0;44
11/1/2023 12:00;13.3;8;3.5;0;73;19;0.4;7.1;2;9.1;0;18.8;0;45
11/1/2023 13:00;13.3;4;4.4;0;88;18;0.4;6.7;2.6;9.3;0;18.1;0;49
11/1/2023 14:00;18.1;4;2.1;0;71;18.3;0.4;6;2.6;8.7;0;18.4;0;48
11/1/2023 15:00;14.3;6;2.5;0;89;19.8;0.4;4.2;1.4;5.6;0;19.4;0;42
11/1/2023 16:00;11.1;6;1.1;0;302;18.9;0.5;7;8.9;16;0;19.5;0;45
11/1/2023 17:00;10;10;3.5;0.1;277;13.2;0.9;12.6;27.3;39.9;0;14.1;0;74
11/1/2023 18:00;0;20;2.8;0;258;6.6;1.2;19.5;29.5;49;0;13.1;0;78
11/1/2023 19:00;17.3;14;1.6;0;242;4.9;1.2;13.6;26.2;39.7;0;12.9;0;78
11/1/2023 20:00;19.4;15;1.5;0;293;1.6;1.3;24;33.1;57.2;0;12.8;0;78
11/1/2023 21:00;20;20;1.2;0;291;1;1.2;26;34.5;60.5;0;12.4;0;79
11/1/2023 22:00;26;26;0.9;0;311;1.7;1.1;21.5;31.5;53.1;0;12.1;0;80
11/1/2023 23:00;35.6;20;0.9;0;302;0.8;1.1;29.8;29.5;59.3;0;11.7;0;81
12/1/2023 00:00;28;14;0.3;0;281;2.1;0.8;11.2;27.6;38.8;0;11.7;0;81
